Nom;Numéro;Protocole;Description
sgi-lk;11106;UDP;SGI LK Licensing service
Unassigned;11107;UDP;Unassigned
Unassigned;11108;TCP;Reserved
myq-termlink;11108;UDP;Hardware Terminals Discovery and Low-Level Communication Protocol
sgi-dmfmgr;11109;TCP;Data migration facility Manager (DMF) is a browser based interface to DMF
Unassigned;11109;UDP;Reserved
sgi-soap;11110;TCP;Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF
Unassigned;11110;UDP;Reserved
vce;11111;TCP;Viral Computing Environment (VCE)
vce;11111;UDP;Viral Computing Environment (VCE)
dicom;11112;TCP;DICOM
dicom;11112;UDP;DICOM
suncacao-snmp;11161;TCP;sun cacao snmp access point
suncacao-snmp;11161;UDP;sun cacao snmp access point
suncacao-jmxmp;11162;TCP;sun cacao JMX-remoting access point
suncacao-jmxmp;11162;UDP;sun cacao JMX-remoting access point
suncacao-rmi;11163;TCP;sun cacao rmi registry access point
suncacao-rmi;11163;UDP;sun cacao rmi registry access point
suncacao-csa;11164;TCP;sun cacao command-streaming access point
suncacao-csa;11164;UDP;sun cacao command-streaming access point
suncacao-websvc;11165;TCP;sun cacao web service access point
suncacao-websvc;11165;UDP;sun cacao web service access point
Unassigned;11171;TCP;Reserved
snss;11171;UDP;Surgical Notes Security Service Discovery (SNSS)
oemcacao-jmxmp;11172;TCP;OEM cacao JMX-remoting access point
Unassigned;11172;UDP;Reserved
t5-straton;11173;TCP;Straton Runtime Programing
Unassigned;11173;UDP;Reserved
oemcacao-rmi;11174;TCP;OEM cacao rmi registry access point
Unassigned;11174;UDP;Reserved
oemcacao-websvc;11175;TCP;OEM cacao web service access point
Unassigned;11175;UDP;Reserved
smsqp;11201;TCP;smsqp
smsqp;11201;UDP;smsqp
dcsl-backup;11202;TCP;DCSL Network Backup Services
Unassigned;11202;UDP;Reserved
wifree;11208;TCP;WiFree Service
wifree;11208;UDP;WiFree Service
memcache;11211;TCP;Memory cache service
memcache;11211;UDP;Memory cache service
imip;11319;TCP;IMIP
imip;11319;UDP;IMIP
imip-channels;11320;TCP;IMIP Channels Port
imip-channels;11320;UDP;IMIP Channels Port
arena-server;11321;TCP;Arena Server Listen
arena-server;11321;UDP;Arena Server Listen
atm-uhas;11367;TCP;ATM UHAS
atm-uhas;11367;UDP;ATM UHAS
hkp;11371;TCP;OpenPGP HTTP Keyserver
hkp;11371;UDP;OpenPGP HTTP Keyserver
Unassigned;11430;TCP;Reserved
lsdp;11430;UDP;Lenbrook Service Discovery Protocol
asgcypresstcps;11489;TCP;ASG Cypress Secure Only
Unassigned;11489;UDP;Reserved
tempest-port;11600;TCP;Tempest Protocol Port
tempest-port;11600;UDP;Tempest Protocol Port
emc-xsw-dconfig;11623;TCP;EMC XtremSW distributed config
Unassigned;11623;UDP;Reserved
h323callsigalt;11720;TCP;H.323 Call Control Signalling Alternate
h323callsigalt;11720;UDP;H.323 Call Control Signalling Alternate
emc-xsw-dcache;11723;TCP;EMC XtremSW distributed cache
emc-xsw-dcache;11723;UDP;EMC XtremSW distributed cache
intrepid-ssl;11751;TCP;Intrepid SSL
intrepid-ssl;11751;UDP;Intrepid SSL
lanschool;11796;TCP;LanSchool
lanschool-mpt;11796;UDP;Lanschool Multipoint
xoraya;11876;TCP;X2E Xoraya Multichannel protocol
xoraya;11876;UDP;X2E Xoraya Multichannel protocol
Unassigned;11877;TCP;Reserved
x2e-disc;11877;UDP;X2E service discovery protocol
sysinfo-sp;11967;TCP;SysInfo Service Protocol
sysinfo-sp;11967;UDP;SysInfo Sercice Protocol
wmereceiving;11997;UDP;WorldMailExpress
wmedistribution;11998;UDP;WorldMailExpress
wmereporting;11999;UDP;WorldMailExpress
entextxid;12000;TCP;IBM Enterprise Extender SNA XID Exchange
entextxid;12000;UDP;IBM Enterprise Extender SNA XID Exchange
entextnetwk;12001;TCP;IBM Enterprise Extender SNA COS Network Priority
entextnetwk;12001;UDP;IBM Enterprise Extender SNA COS Network Priority
entexthigh;12002;TCP;IBM Enterprise Extender SNA COS High Priority
entexthigh;12002;UDP;IBM Enterprise Extender SNA COS High Priority
entextmed;12003;TCP;IBM Enterprise Extender SNA COS Medium Priority
entextmed;12003;UDP;IBM Enterprise Extender SNA COS Medium Priority
entextlow;12004;TCP;IBM Enterprise Extender SNA COS Low Priority
entextlow;12004;UDP;IBM Enterprise Extender SNA COS Low Priority
dbisamserver1;12005;TCP;DBISAM Database Server - Regular
dbisamserver1;12005;UDP;DBISAM Database Server - Regular
dbisamserver2;12006;TCP;DBISAM Database Server - Admin
dbisamserver2;12006;UDP;DBISAM Database Server - Admin
accuracer;12007;TCP;Accuracer Database System Server
accuracer;12007;UDP;Accuracer Database System Server
accuracer-dbms;12008;TCP;Accuracer Database System Admin
accuracer-dbms;12008;UDP;Accuracer Database System Admin
Unassigned;12009;TCP;Reserved
ghvpn;12009;UDP;Green Hills VPN
edbsrvr;12010;TCP;ElevateDB Server
Unassigned;12010;UDP;Reserved
Unassigned;12011;UDP;Unassigned
vipera;12012;TCP;Vipera Messaging Service
vipera;12012;UDP;Vipera Messaging Service
vipera-ssl;12013;TCP;Vipera Messaging Service over SSL Communication
vipera-ssl;12013;UDP;Vipera Messaging Service over SSL Communication
rets-ssl;12109;TCP;RETS over SSL
rets-ssl;12109;UDP;RETS over SSL
nupaper-ss;12121;TCP;NuPaper Session Service
nupaper-ss;12121;UDP;NuPaper Session Service
cawas;12168;TCP;CA Web Access Service
cawas;12168;UDP;CA Web Access Service
hivep;12172;TCP;HiveP
hivep;12172;UDP;HiveP
linogridengine;12300;TCP;LinoGrid Engine
linogridengine;12300;UDP;LinoGrid Engine
Unassigned;12301;UDP;Unassigned
rads;12302;TCP;Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state
Unassigned;12302;UDP;Reserved
warehouse-sss;12321;TCP;Warehouse Monitoring Syst SSS
warehouse-sss;12321;UDP;Warehouse Monitoring Syst SSS
warehouse;12322;TCP;Warehouse Monitoring Syst
warehouse;12322;UDP;Warehouse Monitoring Syst
italk;12345;TCP;Italk Chat System
italk;12345;UDP;Italk Chat System
tsaf;12753;TCP;tsaf port
tsaf;12753;UDP;tsaf port
netperf;12865;TCP;control port for the netperf benchmark
Unassigned;12865;UDP;Reserved
i-zipqd;13160;TCP;I-ZIPQD
i-zipqd;13160;UDP;I-ZIPQD
bcslogc;13216;TCP;Black Crow Software application logging
bcslogc;13216;UDP;Black Crow Software application logging
rs-pias;13217;TCP;R&S Proxy Installation Assistant Service
rs-pias;13217;UDP;R&S Proxy Installation Assistant Service
emc-vcas-tcp;13218;TCP;EMC Virtual CAS Service
emc-vcas-udp;13218;UDP;EMV Virtual CAS Service Discovery
powwow-client;13223;TCP;PowWow Client
powwow-client;13223;UDP;PowWow Client
powwow-server;13224;TCP;PowWow Server
powwow-server;13224;UDP;PowWow Server
doip-data;13400;TCP;DoIP Data
doip-disc;13400;UDP;DoIP Discovery
bprd;13720;TCP;BPRD Protocol (VERITAS NetBackup)
bprd;13720;UDP;BPRD Protocol (VERITAS NetBackup)
bpdbm;13721;TCP;BPDBM Protocol (VERITAS NetBackup)
bpdbm;13721;UDP;BPDBM Protocol (VERITAS NetBackup)
bpjava-msvc;13722;TCP;BP Java MSVC Protocol
bpjava-msvc;13722;UDP;BP Java MSVC Protocol
Unassigned;13723;UDP;Unassigned
vnetd;13724;TCP;Veritas Network Utility
vnetd;13724;UDP;Veritas Network Utility
bpcd;13782;TCP;VERITAS NetBackup
bpcd;13782;UDP;VERITAS NetBackup
vopied;13783;TCP;VOPIED Protocol
vopied;13783;UDP;VOPIED Protocol
Unassigned;13784;UDP;Unassigned
nbdb;13785;TCP;NetBackup Database
nbdb;13785;UDP;NetBackup Database
nomdb;13786;TCP;Veritas-nomdb
nomdb;13786;UDP;Veritas-nomdb
dsmcc-config;13818;TCP;DSMCC Config
dsmcc-config;13818;UDP;DSMCC Config
dsmcc-session;13819;TCP;DSMCC Session Messages
dsmcc-session;13819;UDP;DSMCC Session Messages
dsmcc-passthru;13820;TCP;DSMCC Pass-Thru Messages
dsmcc-passthru;13820;UDP;DSMCC Pass-Thru Messages
dsmcc-download;13821;TCP;DSMCC Download Protocol
dsmcc-download;13821;UDP;DSMCC Download Protocol
dsmcc-ccp;13822;TCP;DSMCC Channel Change Protocol
dsmcc-ccp;13822;UDP;DSMCC Channel Change Protocol
bmdss;13823;TCP;Blackmagic Design Streaming Server
Unassigned;13823;UDP;Reserved
ucontrol;13894;TCP;Ultimate Control communication protocol
ucontrol;13894;UDP;Ultimate Control communication protocol
dta-systems;13929;TCP;D-TA SYSTEMS
dta-systems;13929;UDP;D-TA SYSTEMS
medevolve;13930;TCP;MedEvolve Port Requester
Unassigned;13930;UDP;Reserved
scotty-ft;14000;TCP;SCOTTY High-Speed Filetransfer
scotty-ft;14000;UDP;SCOTTY High-Speed Filetransfer
sua;14001;UDP;SUA
sua;14001;TCP;SUA
sua;14001;UDP;De-Registered
Unassigned;14002;TCP;Reserved
scotty-disc;14002;UDP;Discovery of a SCOTTY hardware codec board
sage-best-com1;14033;TCP;sage Best! Config Server 1
sage-best-com1;14033;UDP;sage Best! Config Server 1
sage-best-com2;14034;TCP;sage Best! Config Server 2
sage-best-com2;14034;UDP;sage Best! Config Server 2
vcs-app;14141;TCP;VCS Application
vcs-app;14141;UDP;VCS Application
icpp;14142;TCP;IceWall Cert Protocol
icpp;14142;UDP;IceWall Cert Protocol
icpps;14143;TCP;IceWall Cert Protocol over TLS
Unassigned;14143;UDP;Reserved
Unassigned;14144;UDP;Unassigned
gcm-app;14145;TCP;GCM Application
gcm-app;14145;UDP;GCM Application
vrts-tdd;14149;TCP;Veritas Traffic Director
vrts-tdd;14149;UDP;Veritas Traffic Director
vcscmd;14150;TCP;Veritas Cluster Server Command Server
Unassigned;14150;UDP;Reserved
vad;14154;TCP;Veritas Application Director
vad;14154;UDP;Veritas Application Director
cps;14250;TCP;Fencing Server
cps;14250;UDP;Fencing Server
ca-web-update;14414;TCP;CA eTrust Web Update Service
ca-web-update;14414;UDP;CA eTrust Web Update Service
xpra;14500;TCP;xpra network protocol
Unassigned;14500;UDP;Reserved
hde-lcesrvr-1;14936;TCP;hde-lcesrvr-1
hde-lcesrvr-1;14936;UDP;hde-lcesrvr-1
hde-lcesrvr-2;14937;TCP;hde-lcesrvr-2
hde-lcesrvr-2;14937;UDP;hde-lcesrvr-2
hydap;15000;TCP;Hypack Data Aquisition
hydap;15000;UDP;Hypack Data Aquisition
Unassigned;15001;UDP;Unassigned
onep-tls;15002;TCP;Open Network Environment TLS
Unassigned;15002;UDP;Reserved
Unassigned;15118;TCP;Reserved
v2g-secc;15118;UDP;v2g Supply Equipment Communication Controller Discovery Protocol
xpilot;15345;TCP;XPilot Contact Port
xpilot;15345;UDP;XPilot Contact Port
3link;15363;TCP;3Link Negotiation
3link;15363;UDP;3Link Negotiation
cisco-snat;15555;TCP;Cisco Stateful NAT
cisco-snat;15555;UDP;Cisco Stateful NAT
bex-xr;15660;TCP;Backup Express Restore Server
bex-xr;15660;UDP;Backup Express Restore Server
ptp;15740;TCP;Picture Transfer Protocol
ptp;15740;UDP;Picture Transfer Protocol
Unassigned;15998;TCP;Reserved
2ping;15998;UDP;2ping Bi-Directional Ping Service
programmar;15999;TCP;ProGrammar Enterprise
Unassigned;15999;UDP;Reserved
fmsas;16000;TCP;Administration Server Access
Unassigned;16000;UDP;Reserved
fmsascon;16001;TCP;Administration Server Connector
Unassigned;16001;UDP;Reserved
gsms;16002;TCP;GoodSync Mediation Service
Unassigned;16002;UDP;Reserved
Unassigned;16003;TCP;Reserved
alfin;16003;UDP;Automation and Control by REGULACE.ORG
jwpc;16020;TCP;Filemaker Java Web Publishing Core
Unassigned;16020;UDP;Reserved
jwpc-bin;16021;TCP;Filemaker Java Web Publishing Core Binary
Unassigned;16021;UDP;Reserved
sun-sea-port;16161;TCP;Solaris SEA Port
sun-sea-port;16161;UDP;Solaris SEA Port
solaris-audit;16162;TCP;Solaris Audit - secure remote audit log
Unassigned;16162;UDP;Reserved
etb4j;16309;TCP;etb4j
etb4j;16309;UDP;etb4j
pduncs;16310;TCP;Policy Distribute, Update Notification
pduncs;16310;UDP;Policy Distribute, Update Notification
pdefmns;16311;TCP;Policy definition and update management
pdefmns;16311;UDP;Policy definition and update management
netserialext1;16360;TCP;Network Serial Extension Ports One
netserialext1;16360;UDP;Network Serial Extension Ports One
netserialext2;16361;TCP;Network Serial Extension Ports Two
netserialext2;16361;UDP;Network Serial Extension Ports Two
netserialext3;16367;TCP;Network Serial Extension Ports Three
netserialext3;16367;UDP;Network Serial Extension Ports Three
netserialext4;16368;TCP;Network Serial Extension Ports Four
netserialext4;16368;UDP;Network Serial Extension Ports Four
connected;16384;TCP;Connected Corp
connected;16384;UDP;Connected Corp
rdgs;16385;TCP;Reliable Datagram Sockets
Unassigned;16385;UDP;Reserved
xoms;16619;TCP;X509 Objects Management Service
Unassigned;16619;UDP;Reserved
axon-tunnel;16665;TCP;Reliable multipath data transport for high latencies
Unassigned;16665;UDP;Reserved
Unassigned;16666;TCP;Reserved
vtp;16666;UDP;Vidder Tunnel Protocol
cadsisvr;16789;TCP;This server provides callable services to mainframe External Security Managers from any TCP/IP platform
Unassigned;16789;UDP;Reserved
newbay-snc-mc;16900;TCP;Newbay Mobile Client Update Service
newbay-snc-mc;16900;UDP;Newbay Mobile Client Update Service
sgcip;16950;TCP;Simple Generic Client Interface Protocol
sgcip;16950;UDP;Simple Generic Client Interface Protocol
intel-rci-mp;16991;TCP;INTEL-RCI-MP
intel-rci-mp;16991;UDP;INTEL-RCI-MP
amt-soap-http;16992;TCP;Intel(R) AMT SOAP/HTTP
amt-soap-http;16992;UDP;Intel(R) AMT SOAP/HTTP
amt-soap-https;16993;TCP;Intel(R) AMT SOAP/HTTPS
amt-soap-https;16993;UDP;Intel(R) AMT SOAP/HTTPS
amt-redir-tcp;16994;TCP;Intel(R) AMT Redirection/TCP
amt-redir-tcp;16994;UDP;Intel(R) AMT Redirection/TCP
amt-redir-tls;16995;TCP;Intel(R) AMT Redirection/TLS
amt-redir-tls;16995;UDP;Intel(R) AMT Redirection/TLS
isode-dua;17007;TCP;Unassigned
isode-dua;17007;UDP;Unassigned
vestasdlp;17184;TCP;Vestas Data Layer Protocol
Unassigned;17184;UDP;Reserved
soundsvirtual;17185;TCP;Sounds Virtual
soundsvirtual;17185;UDP;Sounds Virtual
chipper;17219;TCP;Chipper
chipper;17219;UDP;Chipper
avtp;17220;TCP;IEEE 1722 Transport Protocol for Time Sensitive Applications
avtp;17220;UDP;IEEE 1722 Transport Protocol for Time Sensitive Applications
avdecc;17221;TCP;IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control
avdecc;17221;UDP;IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control
Unassigned;17222;TCP;Reserved
cpsp;17222;UDP;Control Plane Synchronization Protocol (SPSP)
isa100-gci;17223;TCP;ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application
Unassigned;17223;UDP;Reserved
Unassigned;17224;TCP;Reserved
trdp-pd;17224;UDP;Train Realtime Data Protocol (TRDP) Process Data
trdp-md;17225;TCP;Train Realtime Data Protocol (TRDP) Message Data
trdp-md;17225;UDP;Train Realtime Data Protocol (TRDP) Message Data
integrius-stp;17234;TCP;Integrius Secure Tunnel Protocol
integrius-stp;17234;UDP;Integrius Secure Tunnel Protocol
ssh-mgmt;17235;TCP;SSH Tectia Manager
ssh-mgmt;17235;UDP;SSH Tectia Manager
db-lsp;17500;TCP;Dropbox LanSync Protocol
db-lsp-disc;17500;UDP;Dropbox LanSync Discovery
ailith;17555;TCP;Ailith management of routers
Unassigned;17555;UDP;Reserved
ea;17729;TCP;Eclipse Aviation
ea;17729;UDP;Eclipse Aviation
zep;17754;TCP;Encap. ZigBee Packets
zep;17754;UDP;Encap. ZigBee Packets
zigbee-ip;17755;TCP;ZigBee IP Transport Service
zigbee-ip;17755;UDP;ZigBee IP Transport Service
zigbee-ips;17756;TCP;ZigBee IP Transport Secure Service
zigbee-ips;17756;UDP;ZigBee IP Transport Secure Service
sw-orion;17777;TCP;SolarWinds Orion
Unassigned;17777;UDP;Reserved
biimenu;18000;TCP;Beckman Instruments, Inc.
biimenu;18000;UDP;Beckman Instruments, Inc.
radpdf;18104;TCP;RAD PDF Service
Unassigned;18104;UDP;Reserved
racf;18136;TCP;z/OS Resource Access Control Facility
Unassigned;18136;UDP;Reserved
opsec-cvp;18181;TCP;OPSEC CVP
opsec-cvp;18181;UDP;OPSEC CVP
opsec-ufp;18182;TCP;OPSEC UFP
opsec-ufp;18182;UDP;OPSEC UFP
opsec-sam;18183;TCP;OPSEC SAM
opsec-sam;18183;UDP;OPSEC SAM
opsec-lea;18184;TCP;OPSEC LEA
opsec-lea;18184;UDP;OPSEC LEA
opsec-omi;18185;TCP;OPSEC OMI
opsec-omi;18185;UDP;OPSEC OMI
ohsc;18186;TCP;Occupational Health SC
ohsc;18186;UDP;Occupational Health Sc
opsec-ela;18187;TCP;OPSEC ELA
opsec-ela;18187;UDP;OPSEC ELA
checkpoint-rtm;18241;TCP;Check Point RTM
checkpoint-rtm;18241;UDP;Check Point RTM
iclid;18242;TCP;Checkpoint router monitoring
Unassigned;18242;UDP;Reserved
clusterxl;18243;TCP;Checkpoint router state backup
Unassigned;18243;UDP;Reserved
gv-pf;18262;TCP;GV NetConfig Service
gv-pf;18262;UDP;GV NetConfig Service
ac-cluster;18463;TCP;AC Cluster
ac-cluster;18463;UDP;AC Cluster
rds-ib;18634;TCP;Reliable Datagram Service
rds-ib;18634;UDP;Reliable Datagram Service
rds-ip;18635;TCP;Reliable Datagram Service over IP
rds-ip;18635;UDP;Reliable Datagram Service over IP
vdmmesh;18668;TCP;Manufacturing Execution Systems Mesh Communication
vdmmesh-disc;18668;UDP;Manufacturing Execution Systems Mesh Communication
ique;18769;TCP;IQue Protocol
ique;18769;UDP;IQue Protocol
infotos;18881;TCP;Infotos
infotos;18881;UDP;Infotos
apc-necmp;18888;TCP;APCNECMP
apc-necmp;18888;UDP;APCNECMP
igrid;19000;TCP;iGrid Server
igrid;19000;UDP;iGrid Server
scintilla;19007;TCP;Scintilla protocol for device services
scintilla;19007;UDP;Scintilla protocol for device services
j-link;19020;TCP;J-Link TCP/IP Protocol
Unassigned;19020;UDP;Reserved
opsec-uaa;19191;TCP;OPSEC UAA
opsec-uaa;19191;UDP;OPSEC UAA
ua-secureagent;19194;TCP;UserAuthority SecureAgent
ua-secureagent;19194;UDP;UserAuthority SecureAgent
cora;19220;TCP;Client Connection Management and Data Exchange Service
cora-disc;19220;UDP;Discovery for Client Connection Management and Data Exchange Service
keysrvr;19283;TCP;Key Server for SASSAFRAS
keysrvr;19283;UDP;Key Server for SASSAFRAS
keyshadow;19315;TCP;Key Shadow for SASSAFRAS
keyshadow;19315;UDP;Key Shadow for SASSAFRAS
mtrgtrans;19398;TCP;mtrgtrans
mtrgtrans;19398;UDP;mtrgtrans
hp-sco;19410;TCP;hp-sco
hp-sco;19410;UDP;hp-sco
hp-sca;19411;TCP;hp-sca
hp-sca;19411;UDP;hp-sca
hp-sessmon;19412;TCP;HP-SESSMON
hp-sessmon;19412;UDP;HP-SESSMON
fxuptp;19539;TCP;FXUPTP
fxuptp;19539;UDP;FXUPTP
sxuptp;19540;TCP;SXUPTP
sxuptp;19540;UDP;SXUPTP
jcp;19541;TCP;JCP Client
jcp;19541;UDP;JCP Client
Unassigned;19788;TCP;Reserved
mle;19788;UDP;Mesh Link Establishment
iec-104-sec;19998;TCP;IEC 60870-5-104 process control - secure
Unassigned;19998;UDP;Reserved
dnp-sec;19999;TCP;Distributed Network Protocol - Secure
dnp-sec;19999;UDP;Distributed Network Protocol - Secure
dnp;20000;TCP;DNP
dnp;20000;UDP;DNP
microsan;20001;TCP;MicroSAN
microsan;20001;UDP;MicroSAN
commtact-http;20002;TCP;Commtact HTTP
commtact-http;20002;UDP;Commtact HTTP
commtact-https;20003;TCP;Commtact HTTPS
commtact-https;20003;UDP;Commtact HTTPS
Unassigned;20004;UDP;Unassigned
openwebnet;20005;TCP;OpenWebNet protocol for electric network
openwebnet;20005;UDP;OpenWebNet protocol for electric network
Unassigned;20012;TCP;Reserved
ss-idi-disc;20012;UDP;Samsung Interdevice Interaction discovery
ss-idi;20013;TCP;Samsung Interdevice Interaction
Unassigned;20013;UDP;Reserved
opendeploy;20014;TCP;OpenDeploy Listener
opendeploy;20014;UDP;OpenDeploy Listener
nburn-id;20034;TCP;NetBurner ID Port
nburn_id;20034;TCP;NetBurner ID Port
nburn-id;20034;UDP;NetBurner ID Port
nburn_id;20034;UDP;NetBurner ID Port
tmophl7mts;20046;TCP;TMOP HL7 Message Transfer Service
tmophl7mts;20046;UDP;TMOP HL7 Message Transfer Service
mountd;20048;TCP;NFS mount protocol
mountd;20048;UDP;NFS mount protocol
nfsrdma;20049;UDP;Network File System (NFS) over RDMA
nfsrdma;20049;TCP;Network File System (NFS) over RDMA
nfsrdma;20049;UDP;Network File System (NFS) over RDMA
avesterra;20057;TCP;AvesTerra Hypergraph Transfer Protocol (HGTP)
Unassigned;20057;UDP;Reserved
tolfab;20167;TCP;TOLfab Data Change
tolfab;20167;UDP;TOLfab Data Change
ipdtp-port;20202;TCP;IPD Tunneling Port
ipdtp-port;20202;UDP;IPD Tunneling Port
ipulse-ics;20222;TCP;iPulse-ICS
ipulse-ics;20222;UDP;iPulse-ICS
emwavemsg;20480;TCP;emWave Message Service
emwavemsg;20480;UDP;emWave Message Service
track;20670;TCP;Track
track;20670;UDP;Track
athand-mmp;20999;TCP;At Hand MMP
athand-mmp;20999;UDP;AT Hand MMP
irtrans;21000;TCP;IRTrans Control
irtrans;21000;UDP;IRTrans Control
notezilla-lan;21010;TCP;Notezilla.Lan Server
Unassigned;21010;UDP;Reserved
aigairserver;21221;TCP;Services for Air Server
Unassigned;21221;UDP;Reserved
rdm-tfs;21553;TCP;Raima RDM TFS
Unassigned;21553;UDP;Reserved
dfserver;21554;TCP;MineScape Design File Server
dfserver;21554;UDP;MineScape Design File Server
vofr-gateway;21590;TCP;VoFR Gateway
vofr-gateway;21590;UDP;VoFR Gateway
tvpm;21800;TCP;TVNC Pro Multiplexing
tvpm;21800;UDP;TVNC Pro Multiplexing
webphone;21845;TCP;webphone
webphone;21845;UDP;webphone
netspeak-is;21846;TCP;NetSpeak Corp. Directory Services
netspeak-is;21846;UDP;NetSpeak Corp. Directory Services
netspeak-cs;21847;TCP;NetSpeak Corp. Connection Services
netspeak-cs;21847;UDP;NetSpeak Corp. Connection Services
